,Unnamed: 0,OFFENCE_FINYEAR,OFFENCE_MONTH,OFFENCE_CODE,OFFENCE_DESC,LEGISLATION,SECTION_CLAUSE,FACE_VALUE,CAMERA_IND,CAMERA_TYPE,LOCATION_CODE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_BAND,SPEED_IND,POINT_TO_POINT_IND,RED_LIGHT_CAMERA_IND,SPEED_CAMERA_IND,SEATBELT_IND,MOBILE_PHONE_IND,PARKING_IND,CINS_IND,FOOD_IND,BICYCLE_TOY_ETC_IND,TOTAL_NUMBER,TOTAL_VALUE
3636,6136,2014-2015,01/07/2014,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,545,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,545
3656,6167,2014-2015,01/12/2014,83492,Proceed through red traffic arrow - School zone - Camera recorded - Individual,ROAD RULES 2014,60,519,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,6,3114
3661,6174,2014-2015,01/01/2015,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,835,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,5,4175
3698,6225,2016-2017,01/04/2017,83052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,341,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,81,27621
3727,6261,2013-2014,01/06/2014,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1240
3750,6294,2014-2015,01/02/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,14,6104
3788,6348,2015-2016,01/08/2015,83052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,78,26130
3864,6453,2015-2016,01/11/2015,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,446
3905,6504,2011-2012,01/06/2012,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,710,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,4,2840
3934,6541,2016-2017,01/02/2017,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),433,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,53,22949
3975,6605,2015-2016,01/02/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,560
4002,6640,2016-2017,01/01/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,12,2268
4003,6641,2016-2017,01/09/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Mobile Digital Speed Camera,22900.0,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,21,2394
4005,6644,2016-2017,01/02/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,283,53487
4180,6871,2016-2017,01/03/2017,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),325,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,34,11050
4212,6909,2017-2018,01/11/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,580,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,9,5220
4270,6985,2013-2014,01/10/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,6,4890
4317,7051,2011-2012,01/04/2012,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,371,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,371
4416,7183,2014-2015,01/02/2015,83162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,327
4430,7206,2014-2015,01/03/2015,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,545,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1635
4431,7207,2016-2017,01/05/2017,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,1136
4526,7327,2015-2016,01/12/2015,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),319,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,2,638
4552,7360,2017-2018,01/09/2017,83206,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,462
4572,7382,2012-2013,01/06/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,799,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,4,3196
4664,7506,2012-2013,01/04/2013,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1215,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,3645
4669,7511,2014-2015,01/04/2015,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2075,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,1,2075
4687,7535,2013-2014,01/03/2014,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,638
4789,7670,2013-2014,01/10/2013,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,7,2975
4836,7727,2015-2016,01/12/2015,83408,Proceed through red traffic light - School Zone - Camera recorded - Individual,ROAD RULES 2014,59(1),531,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1593
4840,7731,2017-2018,01/10/2017,33162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,1730,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,1730
4868,7762,2014-2015,01/09/2014,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),519,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,4,2076
4883,7782,2011-2012,01/04/2012,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),265,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,7,1855
4929,7839,2016-2017,01/12/2016,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,341,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,1023
5031,7961,2015-2016,01/05/2016,83408,Proceed through red traffic light - School Zone - Camera recorded - Individual,ROAD RULES 2014,59(1),531,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1593
5084,8027,2017-2018,01/07/2017,33491,Proceed through red traffic arrow - Camera recorded - Corporation,ROAD RULES 2014,60,2195,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,6,13170
5250,8227,2014-2015,01/12/2014,83093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Individual,ROAD RULES 2014,20,2252,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,1,2252
5256,8233,2015-2016,01/07/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,33,8580
5258,8235,2014-2015,01/12/2014,83162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,981
5261,8240,2012-2013,01/02/2013,74723,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,417
5300,8399,2015-2016,01/03/2016,83093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Individual,ROAD RULES 2014,20,2306,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,3,6918
5302,8408,2016-2017,01/06/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,13,1482
5359,8582,2016-2017,01/04/2017,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1704
5385,8646,2017-2018,01/11/2017,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2195,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,8,17560
5438,8790,2014-2015,01/11/2014,74713,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,872
5465,8853,2016-2017,01/06/2017,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1325,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,3975
5505,8937,2013-2014,01/01/2014,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,319
5519,8979,2013-2014,01/11/2013,24735,Drive in bus lane - Camera Detected - Corporation,ROAD RULES 2008,154(1),1520,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,1,1520
5552,9041,2013-2014,01/06/2014,74721,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,319
5667,9236,2013-2014,01/07/2013,24731,Proceed through red traffic light - Camera Detected - Corporation,ROAD RULES 2008,59(1),2025,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,4050
5677,9250,2016-2017,01/04/2017,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,872,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,9,7848
5714,9306,2014-2015,01/03/2015,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),311,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,3,933
5759,9382,2013-2014,01/06/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,29,12325
5777,9406,2015-2016,01/04/2016,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1300,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,3900
5778,9407,2016-2017,01/11/2016,83492,Proceed through red traffic arrow - School zone - Camera recorded - Individual,ROAD RULES 2014,60,541,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1623
5780,9411,2013-2014,01/02/2014,74721,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,319,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,319
5831,9495,2015-2016,01/09/2015,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,855,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,12,10260
5846,9514,2015-2016,01/11/2015,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,186,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,50,9300
5878,9566,2016-2017,01/07/2016,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,90,17010
5891,9593,2016-2017,01/07/2016,83408,Proceed through red traffic light - School Zone - Camera recorded - Individual,ROAD RULES 2014,59(1),541,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,1082
5909,9620,2013-2014,01/08/2013,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,329,34874
5981,9729,2013-2014,01/02/2014,24707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,4075,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,4075
5992,9747,2015-2016,01/06/2016,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,892
6003,9762,2015-2016,01/07/2015,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),319,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,34,10846
6014,9776,2013-2014,01/06/2014,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,320,33920
6043,9823,2015-2016,01/10/2015,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,13,7280
6048,9830,2013-2014,01/12/2013,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,248,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,10,2480
6095,9889,2012-2013,01/09/2012,74709,Exceed speed limit over 45 km/h - Camera Detected,ROAD RULES 2008,20,2154,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,2,4308
6104,9902,2016-2017,01/04/2017,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,18,8190
6134,9942,2015-2016,01/10/2015,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,446
6321,10196,2011-2012,01/06/2012,74721,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,278,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,4,1112
6322,10197,2015-2016,01/06/2016,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,260,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,30,7800
6414,10320,2015-2016,01/08/2015,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,855,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,855
6480,10403,2011-2012,01/03/2012,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,216,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,166,35856
6603,10581,2013-2014,01/03/2014,74709,Exceed speed limit over 45 km/h - Camera Detected,ROAD RULES 2008,20,2197,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,1,2197
6604,10582,2013-2014,01/07/2013,74723,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,1275
6695,10706,2015-2016,01/03/2016,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2125,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,6375
6710,10723,2014-2015,01/02/2015,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),311,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,38,11818
6725,10743,2011-2012,01/06/2012,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,93,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,186
6787,10820,2013-2014,01/03/2014,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,67,7102
6844,10895,2013-2014,01/11/2013,24731,Proceed through red traffic light - Camera Detected - Corporation,ROAD RULES 2008,59(1),2025,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,1,2025
6874,10936,2014-2015,01/03/2015,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,1308
7028,11127,2014-2015,01/09/2014,74713,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,436
7046,11153,2014-2015,01/11/2014,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1270,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,3,3810
7081,11202,2017-2018,01/10/2017,83408,Proceed through red traffic light - School Zone - Camera recorded - Individual,ROAD RULES 2014,59(1),549,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1647
7139,11275,2014-2015,01/02/2015,83162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,327
7201,11353,2017-2018,01/11/2017,83154,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,924
7282,11461,2017-2018,01/09/2017,32957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,960,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,5,4800
7306,11492,2016-2017,01/12/2016,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1325,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1325
